timestamp,load_mw
2026-06-06T00:00:00,5790.0
2026-06-06T01:00:00,5652.7
2026-06-06T02:00:00,5806.9
2026-06-06T03:00:00,5915.4
2026-06-06T04:00:00,6249.3
2026-06-06T05:00:00,6472.4
2026-06-06T06:00:00,6833.2
2026-06-06T07:00:00,6922.3
2026-06-06T08:00:00,7352.6
2026-06-06T09:00:00,7518.9
2026-06-06T10:00:00,7768.4
2026-06-06T11:00:00,7922.9
2026-06-06T12:00:00,7710.8
2026-06-06T13:00:00,7569.6
2026-06-06T14:00:00,7421.0
2026-06-06T15:00:00,7059.7
2026-06-06T16:00:00,6962.4
2026-06-06T17:00:00,7504.9
2026-06-06T18:00:00,7893.9
2026-06-06T19:00:00,7773.2
2026-06-06T20:00:00,7892.8
2026-06-06T21:00:00,7537.6
2026-06-06T22:00:00,6998.3
2026-06-06T23:00:00,6508.3
2026-06-07T00:00:00,5889.6
2026-06-07T01:00:00,5750.6
2026-06-07T02:00:00,5756.9
2026-06-07T03:00:00,5882.6
2026-06-07T04:00:00,6288.4
2026-06-07T05:00:00,6457.1
2026-06-07T06:00:00,6815.3
2026-06-07T07:00:00,7123.9
2026-06-07T08:00:00,7396.8
2026-06-07T09:00:00,7812.7
2026-06-07T10:00:00,7827.9
2026-06-07T11:00:00,7948.6
2026-06-07T12:00:00,7963.2
2026-06-07T13:00:00,7706.3
2026-06-07T14:00:00,7494.4
2026-06-07T15:00:00,7078.2
2026-06-07T16:00:00,7116.4
2026-06-07T17:00:00,7352.1
2026-06-07T18:00:00,7730.8
2026-06-07T19:00:00,7869.8
2026-06-07T20:00:00,7686.3
2026-06-07T21:00:00,7408.2
2026-06-07T22:00:00,6935.3
2026-06-07T23:00:00,6552.3
2026-06-08T00:00:00,5863.5
2026-06-08T01:00:00,5832.1
2026-06-08T02:00:00,5917.7
2026-06-08T03:00:00,6000.9
2026-06-08T04:00:00,6208.9
2026-06-08T05:00:00,6665.3
2026-06-08T06:00:00,6892.6
2026-06-08T07:00:00,7231.4
2026-06-08T08:00:00,7449.5
2026-06-08T09:00:00,7917.8
2026-06-08T10:00:00,7952.5
2026-06-08T11:00:00,8089.8
2026-06-08T12:00:00,8200.3
2026-06-08T13:00:00,7891.1
2026-06-08T14:00:00,7565.3
2026-06-08T15:00:00,7254.0
2026-06-08T16:00:00,7301.5
2026-06-08T17:00:00,7739.2
2026-06-08T18:00:00,7917.3
2026-06-08T19:00:00,7985.6
2026-06-08T20:00:00,7943.3
2026-06-08T21:00:00,7586.7
2026-06-08T22:00:00,7111.9
2026-06-08T23:00:00,6870.9
2026-06-09T00:00:00,5940.2
2026-06-09T01:00:00,5821.7
2026-06-09T02:00:00,6008.2
2026-06-09T03:00:00,6062.2
2026-06-09T04:00:00,6409.2
2026-06-09T05:00:00,6528.8
2026-06-09T06:00:00,6785.6
2026-06-09T07:00:00,7131.8
2026-06-09T08:00:00,7577.0
2026-06-09T09:00:00,7789.3
2026-06-09T10:00:00,8090.9
2026-06-09T11:00:00,8257.7
2026-06-09T12:00:00,8035.4
2026-06-09T13:00:00,7776.2
2026-06-09T14:00:00,7707.8
2026-06-09T15:00:00,7210.7
2026-06-09T16:00:00,7085.1
2026-06-09T17:00:00,7531.2
2026-06-09T18:00:00,7893.4
2026-06-09T19:00:00,8176.6
2026-06-09T20:00:00,8098.2
2026-06-09T21:00:00,7643.7
2026-06-09T22:00:00,7076.9
2026-06-09T23:00:00,6710.1
2026-06-10T00:00:00,5980.7
2026-06-10T01:00:00,5890.7
2026-06-10T02:00:00,6107.8
2026-06-10T03:00:00,6207.1
2026-06-10T04:00:00,6144.4
2026-06-10T05:00:00,6614.3
2026-06-10T06:00:00,6918.7
2026-06-10T07:00:00,7228.1
2026-06-10T08:00:00,7499.0
2026-06-10T09:00:00,7914.1
2026-06-10T10:00:00,7961.1
2026-06-10T11:00:00,8131.1
2026-06-10T12:00:00,8063.8
2026-06-10T13:00:00,8008.0
2026-06-10T14:00:00,7681.7
2026-06-10T15:00:00,7146.0
2026-06-10T16:00:00,7217.2
2026-06-10T17:00:00,7581.4
2026-06-10T18:00:00,8146.2
2026-06-10T19:00:00,8261.8
2026-06-10T20:00:00,7962.0
2026-06-10T21:00:00,7719.5
2026-06-10T22:00:00,7249.7
2026-06-10T23:00:00,6649.1
2026-06-11T00:00:00,5915.1
2026-06-11T01:00:00,5898.5
2026-06-11T02:00:00,6055.1
2026-06-11T03:00:00,6113.4
2026-06-11T04:00:00,6147.1
2026-06-11T05:00:00,6502.3
2026-06-11T06:00:00,6728.0
2026-06-11T07:00:00,7354.9
2026-06-11T08:00:00,7692.9
2026-06-11T09:00:00,7982.7
2026-06-11T10:00:00,8032.0
2026-06-11T11:00:00,8030.4
2026-06-11T12:00:00,8203.1
2026-06-11T13:00:00,8017.3
2026-06-11T14:00:00,7455.0
2026-06-11T15:00:00,7222.0
2026-06-11T16:00:00,7096.9
2026-06-11T17:00:00,7766.7
2026-06-11T18:00:00,8114.1
2026-06-11T19:00:00,8051.5
2026-06-11T20:00:00,8026.9
2026-06-11T21:00:00,7703.5
2026-06-11T22:00:00,7155.7
2026-06-11T23:00:00,6872.6
2026-06-12T00:00:00,5817.8
2026-06-12T01:00:00,5804.9
2026-06-12T02:00:00,5988.2
2026-06-12T03:00:00,6178.7
2026-06-12T04:00:00,6213.4
2026-06-12T05:00:00,6505.5
2026-06-12T06:00:00,7028.7
2026-06-12T07:00:00,7280.3
2026-06-12T08:00:00,7571.1
2026-06-12T09:00:00,7899.9
2026-06-12T10:00:00,7988.1
2026-06-12T11:00:00,8092.7
2026-06-12T12:00:00,8053.3
2026-06-12T13:00:00,7921.1
2026-06-12T14:00:00,7508.7
2026-06-12T15:00:00,7151.4
2026-06-12T16:00:00,7106.6
2026-06-12T17:00:00,7738.6
2026-06-12T18:00:00,7964.9
2026-06-12T19:00:00,8297.0
2026-06-12T20:00:00,8154.1
2026-06-12T21:00:00,7570.6
2026-06-12T22:00:00,7156.7
2026-06-12T23:00:00,6819.2
2026-06-13T00:00:00,5692.3
2026-06-13T01:00:00,5715.9
2026-06-13T02:00:00,6038.0
2026-06-13T03:00:00,6055.6
2026-06-13T04:00:00,6210.4
2026-06-13T05:00:00,6550.8
2026-06-13T06:00:00,6860.9
2026-06-13T07:00:00,7014.4
2026-06-13T08:00:00,7324.1
2026-06-13T09:00:00,7715.0
2026-06-13T10:00:00,7910.3
2026-06-13T11:00:00,7993.4
2026-06-13T12:00:00,8001.9
2026-06-13T13:00:00,7787.7
2026-06-13T14:00:00,7590.3
2026-06-13T15:00:00,6986.8
2026-06-13T16:00:00,7078.1
2026-06-13T17:00:00,7501.3
2026-06-13T18:00:00,7988.7
2026-06-13T19:00:00,7927.9
2026-06-13T20:00:00,7787.3
2026-06-13T21:00:00,7534.1
2026-06-13T22:00:00,7083.9
2026-06-13T23:00:00,6595.9
2026-06-14T00:00:00,5707.3
2026-06-14T01:00:00,5957.6
2026-06-14T02:00:00,5895.0
2026-06-14T03:00:00,6147.9
2026-06-14T04:00:00,6239.5
2026-06-14T05:00:00,6337.2
2026-06-14T06:00:00,6926.1
2026-06-14T07:00:00,7216.8
2026-06-14T08:00:00,7595.6
2026-06-14T09:00:00,7874.4
2026-06-14T10:00:00,8049.3
2026-06-14T11:00:00,7914.9
2026-06-14T12:00:00,7940.4
2026-06-14T13:00:00,7660.7
2026-06-14T14:00:00,7425.2
2026-06-14T15:00:00,6983.6
2026-06-14T16:00:00,7079.7
2026-06-14T17:00:00,7705.3
2026-06-14T18:00:00,7821.1
2026-06-14T19:00:00,8100.2
2026-06-14T20:00:00,7878.0
2026-06-14T21:00:00,7536.6
2026-06-14T22:00:00,7253.2
2026-06-14T23:00:00,6818.2
2026-06-15T00:00:00,5862.1
2026-06-15T01:00:00,5961.5
2026-06-15T02:00:00,5877.8
2026-06-15T03:00:00,6054.1
2026-06-15T04:00:00,6449.7
2026-06-15T05:00:00,6592.6
2026-06-15T06:00:00,6900.8
2026-06-15T07:00:00,7318.9
2026-06-15T08:00:00,7467.2
2026-06-15T09:00:00,7931.3
2026-06-15T10:00:00,8114.8
2026-06-15T11:00:00,8293.5
2026-06-15T12:00:00,8011.1
2026-06-15T13:00:00,8044.2
2026-06-15T14:00:00,7474.1
2026-06-15T15:00:00,7150.3
2026-06-15T16:00:00,7273.0
2026-06-15T17:00:00,7762.6
2026-06-15T18:00:00,7978.7
2026-06-15T19:00:00,8073.6
2026-06-15T20:00:00,8175.2
2026-06-15T21:00:00,7633.9
2026-06-15T22:00:00,7272.9
2026-06-15T23:00:00,6811.9
2026-06-16T00:00:00,5816.6
2026-06-16T01:00:00,5916.4
2026-06-16T02:00:00,5983.3
2026-06-16T03:00:00,6240.1
2026-06-16T04:00:00,6214.3
2026-06-16T05:00:00,6626.8
2026-06-16T06:00:00,6801.7
2026-06-16T07:00:00,7204.1
2026-06-16T08:00:00,7641.2
2026-06-16T09:00:00,7834.6
2026-06-16T10:00:00,8046.7
2026-06-16T11:00:00,8250.9
2026-06-16T12:00:00,7973.6
2026-06-16T13:00:00,7882.1
2026-06-16T14:00:00,7739.2
2026-06-16T15:00:00,7384.2
2026-06-16T16:00:00,7107.3
2026-06-16T17:00:00,7613.2
2026-06-16T18:00:00,7975.8
2026-06-16T19:00:00,8305.3
2026-06-16T20:00:00,8160.5
2026-06-16T21:00:00,7813.1
2026-06-16T22:00:00,7196.2
2026-06-16T23:00:00,6665.8
2026-06-17T00:00:00,5936.4
2026-06-17T01:00:00,5947.7
2026-06-17T02:00:00,6005.0
2026-06-17T03:00:00,6250.4
2026-06-17T04:00:00,6343.2
2026-06-17T05:00:00,6407.4
2026-06-17T06:00:00,6967.3
2026-06-17T07:00:00,7166.0
2026-06-17T08:00:00,7628.3
2026-06-17T09:00:00,8014.9
2026-06-17T10:00:00,7980.0
2026-06-17T11:00:00,8047.6
2026-06-17T12:00:00,7971.9
2026-06-17T13:00:00,7899.2
2026-06-17T14:00:00,7511.0
2026-06-17T15:00:00,7257.6
2026-06-17T16:00:00,7291.5
2026-06-17T17:00:00,7599.6
2026-06-17T18:00:00,8074.6
2026-06-17T19:00:00,8092.2
2026-06-17T20:00:00,8030.9
2026-06-17T21:00:00,7810.2
2026-06-17T22:00:00,7330.0
2026-06-17T23:00:00,6638.6
2026-06-18T00:00:00,5808.9
2026-06-18T01:00:00,5815.0
2026-06-18T02:00:00,5817.6
2026-06-18T03:00:00,6180.2
2026-06-18T04:00:00,6332.1
2026-06-18T05:00:00,6476.7
2026-06-18T06:00:00,6936.5
2026-06-18T07:00:00,7232.5
2026-06-18T08:00:00,7547.2
2026-06-18T09:00:00,7724.7
2026-06-18T10:00:00,7950.2
2026-06-18T11:00:00,8265.6
2026-06-18T12:00:00,8198.8
2026-06-18T13:00:00,7885.5
2026-06-18T14:00:00,7669.3
2026-06-18T15:00:00,7241.7
2026-06-18T16:00:00,7111.4
2026-06-18T17:00:00,7566.1
2026-06-18T18:00:00,7964.9
2026-06-18T19:00:00,8270.4
2026-06-18T20:00:00,8111.3
2026-06-18T21:00:00,7786.0
2026-06-18T22:00:00,7336.7
2026-06-18T23:00:00,6666.3
2026-06-19T00:00:00,5752.2
2026-06-19T01:00:00,5758.2
2026-06-19T02:00:00,6045.6
2026-06-19T03:00:00,6208.7
2026-06-19T04:00:00,6256.8
2026-06-19T05:00:00,6577.4
2026-06-19T06:00:00,6752.5
2026-06-19T07:00:00,7336.8
2026-06-19T08:00:00,7667.9
2026-06-19T09:00:00,8003.3
2026-06-19T10:00:00,8158.8
2026-06-19T11:00:00,8252.8
2026-06-19T12:00:00,7923.0
2026-06-19T13:00:00,7931.4
2026-06-19T14:00:00,7508.2
2026-06-19T15:00:00,7337.1
2026-06-19T16:00:00,7298.5
2026-06-19T17:00:00,7776.3
2026-06-19T18:00:00,8103.8
2026-06-19T19:00:00,8068.4
2026-06-19T20:00:00,8096.7
2026-06-19T21:00:00,7549.5
2026-06-19T22:00:00,7319.5
2026-06-19T23:00:00,6853.2
2026-06-20T00:00:00,5673.4
2026-06-20T01:00:00,5899.0
2026-06-20T02:00:00,5871.9
2026-06-20T03:00:00,5950.2
2026-06-20T04:00:00,6278.5
2026-06-20T05:00:00,6350.8
2026-06-20T06:00:00,6587.9
2026-06-20T07:00:00,6971.6
2026-06-20T08:00:00,7344.3
2026-06-20T09:00:00,7790.9
2026-06-20T10:00:00,8015.9
2026-06-20T11:00:00,7878.4
2026-06-20T12:00:00,7918.3
2026-06-20T13:00:00,7651.5
2026-06-20T14:00:00,7540.1
2026-06-20T15:00:00,7074.6
2026-06-20T16:00:00,7195.5
2026-06-20T17:00:00,7383.1
2026-06-20T18:00:00,7964.8
2026-06-20T19:00:00,7848.3
2026-06-20T20:00:00,7962.5
2026-06-20T21:00:00,7428.2
2026-06-20T22:00:00,6946.2
2026-06-20T23:00:00,6606.5
2026-06-21T00:00:00,5821.0
2026-06-21T01:00:00,5743.7
2026-06-21T02:00:00,5910.9
2026-06-21T03:00:00,6007.0
2026-06-21T04:00:00,6149.7
2026-06-21T05:00:00,6449.0
2026-06-21T06:00:00,6649.6
2026-06-21T07:00:00,7117.6
2026-06-21T08:00:00,7236.4
2026-06-21T09:00:00,7798.5
2026-06-21T10:00:00,7875.9
2026-06-21T11:00:00,7998.8
2026-06-21T12:00:00,7936.9
2026-06-21T13:00:00,7722.0
2026-06-21T14:00:00,7345.2
2026-06-21T15:00:00,6926.0
2026-06-21T16:00:00,7104.3
